Review,Rating,Date,Translated_Review
anjirrrr mau pencet tanggal buat permohonan aja 3 hari gak bisa? gini gimana mau gampang hah?,1,2023-01-25 12:00:14,"damn, I can't even press the date to make a request for 3 days? How can this be easy?"
Server Parah Banget..!!!! Katanya mempermudah tapi server nya lemah Banget 😮‍💨😮‍💨😮‍💨😮‍💨♐️,1,2023-01-25 07:54:55,The server is really bad..!!!! They say it makes things easier but the server is really weak 😮‍💨😮‍💨😮‍💨😮‍💨♐️
M paspor gak ada guna di suruh verifikasi tapi kode ya Tak pernah di kirim,1,2023-01-25 06:19:51,"M passport is useless, asked to verify but the code was never sent"
"Bikin emosi ya wkwk. udah 2 kali restart handphone, sama 5 kali ngulang proses untuk permohonan paspor reguler. tapi tetep stuck di situ situ aja. tombol nya gabisa di klik sama sekali. tolong ini kenapa ya?",1,2023-01-25 05:46:44,"Makes me emotional huh lol. I've restarted my phone twice, and repeated the process for applying for a regular passport 5 times. But it's still stuck there. The buttons can't be clicked at all. Please help, why is this?"
Knpa susah dpt tangalnya.padahal udh pindh² kantor,1,2023-01-25 05:38:24,"Why is it hard to get the date, even though I've moved offices?"
Nyerah pake aplikasi ini..!!!!,1,2023-01-25 04:58:51,Give up using this application..!!!!
"Bagaimana ini stuck di langkah 4 ga bisa isi Provinsi, Kecamatan, dll?",1,2023-01-25 03:31:14,"How come this is stuck at step 4 and can't fill in Province, District, etc.?"
"Banyak yang harus di perbaikin .app masih jelek,bukan makin mempermudah malah makin menyusahkan ,tolong bapak2x yth jgn dipersulit gini.buat agaran yg betul jgn byk di potong2x.klo gini kn masyarakat yg susah.parah bgt ini.saya ga bisa masuk ke step lanjutan untuk buat tanggal di kilk aja ga bsa ini gimana ini solusinya.",1,2023-01-25 02:51:32,"There are many things that need to be fixed. The app is still bad, instead of making it easier, it makes it more difficult. Please, gentlemen, don't make it difficult like this. Make the right order, don't cut it too much. If it's like this, it's the people who will have a hard time. This is really bad. I can't go to the next step to create a date, I can't even click on it. What's the solution?"
Bagus,5,2023-01-25 01:40:18,Good
aplikasi a sangat buruk ssh di guna kn.,1,2023-01-25 01:19:38,a very bad application ssh in use kn.
Emang kacau sih ini aplikasi nya,1,2023-01-24 17:03:45,This application is really messed up
"Mohon dibantu untuk case ini, min. Passpor Sudah dibayar, tapi status di app masih belum dibayar. Padahal uang sudah di transfer dan sesuai no billing",5,2023-01-24 17:00:52,"Please help with this case, min. Passport has been paid, but the status in the app is still unpaid. Even though the money has been transferred and matches the billing number"
"Bermasalah bgt, kok aneh ga bisa dibuka tadi nya bisa dgn baik",1,2023-01-24 14:11:02,"It's really problematic, it's strange that it can't be opened, previously it could be opened properly"
"Aplikasi tolol, mau download bukti pembayaran aja gabisa ajg",1,2023-01-24 07:52:30,"Stupid app, can't even download proof of payment"
"👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩 Pokoknya bgtu urusan mmperpanjang paspor sya slesai lngsung akn sy hpus app ini. App SAMPAH 💩💩💩💩💩 !!!! Eror trus, loadingnya berjam-jam pdahal koneksi internet sya 50mbps & hny sy sndiri di rmh. Indo klo blm siap brsaing global dng teknologinya yg blm canggih mnding tdk usah ikut brsaing. Gaya2an semua serba online tapi eror trus applikasinya kan malah merugikan org & bikin emosi.",1,2023-01-24 05:18:03,"👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩 Anyway, once my passport renewal is done, I will immediately delete this app. GARBAGE app 💩💩💩💩💩 !!!! It keeps erroring, loading for hours even though my internet connection is 50mbps & I'm alone at home. If Indonesia is not ready to compete globally with its technology that is not yet sophisticated, it's better not to compete. All the posing is online but the application keeps on having errors, which actually harms people and makes them emotional."
Apliaksi sampah mau melanjutkan pilih lokasi aja ga bisa Jgn buat apliaksi kalau belom siap,1,2023-01-24 03:22:03,"The trash application wants to continue, it can't even select a location. Don't create an application if you're not ready."
"Saya mau perpanjang paspor,udah isi data,pas pilih tempat pengambilan ga ada di Bekasi kota tempat domisili,jd bingung.",1,2023-01-24 02:40:52,"I want to renew my passport, I have filled in the data, but when I choose the pick-up location, it is not in Bekasi, the city where I live, so I am confused."
"Di Kantor Imigrasi Palu. Tidak ada gunanya pakai aplikasi, karena tetap saja antriannya digabung dengan yang tidak menggunakan aplikasi.",1,2023-01-24 02:28:48,"At the Palu Immigration Office. There is no point in using the application, because the queue will still be combined with those who do not use the application."
Aplikasi taik mosok udh capek capek bikin tgl kedatangannya gak bisa ni aplikasi bagus y di campakkan aja campakkan saja udh capek edit malah ujung y kecewa,1,2023-01-24 02:24:43,"The application is so rubbish, I've gone through the trouble of making the arrival date, but this is a good application, just throw it away, I've gone through the trouble of editing it, but in the end I'm disappointed."
"Aplikasinya membantu, Tapi sayang kualitas nya jelek, lemot, kadang buka pdf buat buka hasil pembayaran aja gak bisa",1,2023-01-24 02:16:48,"The application is helpful, but unfortunately the quality is bad, slow, sometimes opening a PDF to open payment results doesn't work."
"Kalou mau pake aplikasi pake sistem, harusnya sistemnya udah siap, dan ada layanan pengaduanya, saya sudah bayar, tp di status masih menunggu pembayaran",1,2023-01-24 01:34:58,"If you want to use the application using the system, the system should be ready, and there should be a complaint service, I have paid, but the status is still waiting for payment"
Aplikasi ini bagus saudara2 ku indonesia.!! Sangat membantu saya untuk membuat paspor.!!! Thank you allah swt alhamdulillah.,5,2023-01-23 23:01:51,"This application is great my Indonesian brothers.!! It really helps me to make a passport.!!! Thank you Allah SWT, alhamdulillah."
"Aplikasinya lemot banget, sudah bayar dari tanggal 20, sekarang 24 masih status belum bayar... Apa sengaja di buat lemot supaya masih bisa pungli nih...",1,2023-01-23 23:00:57,"The application is really slow, I paid on the 20th, now on the 24th it still has not been paid... Was it deliberately made slow so that they can still extort money?"
Yang maau buat paspor hubungi saya,5,2023-01-23 19:52:20,Those who want to make a passport contact me
Ribed té baleg lah...udah daftar udah bayar masih belum juga terkonfirmasi malah masih harus bayar lagi gmna sih statusnya masih pembayaran no'ra banget,1,2023-01-23 15:26:40,"It's really complicated... I've registered and paid but it still hasn't been confirmed and I still have to pay again, what's wrong with the status, the payment is still a big no-no?"
"Kata ny mmpermudah...tp error teeus.. 😫🥴 yok,,,tingkat kan lagi server nya... Klo msih sperti ini...mnding di hapus aja ne jual aplikasi nya.",1,2023-01-23 09:23:25,"They say it's easier... but it keeps on giving errors.. 😫🥴 Come on,,,improve the server again... If it's still like this...it's better to just delete it and sell the application."
"Tolong perbaiki app nya, sy cr lokasi pengambilan yg terdekat malah ga muncul, ketik di pencarian alamat tidak ditemukan, mau pake map juga cm muter2",1,2023-01-23 06:02:07,"Please fix the app, I can't find the nearest pick-up location, I can't find the address when I type it in the search, I just keep going round and round on the map"
Lemot gajelas ga bisa klik,1,2023-01-23 00:57:55,"Slow, unclear, can't click"
Orang yg suka korupsi lebih senang bertatapan langsung dengan orang. Tdk suka dgn sistem terbuka seperti online ini. Pegawai yg mentalnya korup akan berupaya mensabotase sistem dan bikin alasan ke atasan bahwa sistem online warga tdk suka padahal sebaliknya,1,2023-01-22 03:45:40,People who like corruption prefer to meet people face to face. They don't like open systems like online. Employees who are mentally corrupt will try to sabotage the system and make excuses to their superiors that citizens don't like the online system when in fact it is the opposite.
Mau masuk pun susah bingit,1,2023-01-21 12:42:09,It's really hard to even get in
Lambat,1,2023-01-21 10:44:20,Slow
Lemot parah!!,1,2023-01-21 08:16:05,So slow!!
Pdf tidak bisa dibuka. Tapi wajib bawa surat pada kedatangan. Warbiasa,1,2023-01-21 02:53:33,Pdf can't be opened. But must bring a letter on arrival. Warbiasa
Saya sudah bayar kok keterangannya masih menunggu pembayarannnn....,3,2023-01-21 02:46:50,I have paid but it says I am still waiting for payment...
"Kalau ada pilihan tanda 1/2 bintang, pasti sudah dipilih semua orang yang daftar pakai aplikasi ini...",1,2023-01-20 11:28:02,"If there was a 1/2 star option, everyone who registered to use this application would have chosen it..."
Gk guna dan gk bisa.. Suampahhh...!!!,1,2023-01-20 08:07:06,It's useless and doesn't work.. God damn it...!!!
Good,5,2023-01-20 06:46:18,Good
Maklum lah ya kalo bukan dimanage sama swasta ya bintang 1,1,2023-01-20 06:11:10,"You know, if it's not managed by the private sector, it's 1 star"
Sangat membantu dan mempermudah 👍,5,2023-01-20 03:57:40,Very helpful and makes things easier 👍
"Tidak bisa di buka,,,,",1,2023-01-20 03:55:13,"Can not be opened,,,,"
Very good,5,2023-01-20 01:14:02,Very good
ok banget,5,2023-01-20 01:13:15,very good
Kacau beliau ni aplikasi parahhh malah tambah ngeribetin aja,1,2023-01-20 00:44:18,He messed up this application parahhh even more complicated aja
"GA BANGET, mempersulit !",1,2023-01-20 00:26:17,"NO WAY, making things difficult!"
sering error dan lemot tolong biokrasi di Indonesia jauh lebih ditingkatkan kemudahannya dan jangan dipersulit kasihan masyarakat,1,2023-01-19 11:28:56,"often error and slow, please make bureaucracy in Indonesia much easier and don't make it difficult, it's a shame for the people"
"Ini aplikasi belum jadi apa ya? Banyak bug nya, mana dipaksa pake ini tapi nyatanya gabisa di pake, pas isi data KTP dan alamat bagian provinsi gabisa di klik.",1,2023-01-19 10:39:19,"Is this an unfinished application? There are many bugs, where it is forced to use this but in fact it cannot be used, when filling in the KTP data and address, the province section cannot be clicked."
Kirain hp saya yg eror....ternyata....eh ternyata...lambat kali lihat testimoni...hadueh...,1,2023-01-19 09:49:00,I thought my phone was having an error....it turns out....oh it turns out...it's too late to see the testimonials...oh my...
Aplikasi ga ada guna nya apa yang mempermudah nya Coba udah berulang kali diakses tetap ga bisa Login 🙈🥶,1,2023-01-19 09:00:16,"The application is useless, what makes it easier? I've tried accessing it several times but I still can't log in 🙈🥶"
"Dari bulan Nopember, saya sudah beberapa kali mencoba daftar pengajuan untuk penggantian paspor karena masa berlaku habis di bulan Januari 2023, tapi aplikasi nya sangat lambat, dan Minggu lalu saya coba lagi bisa walaupun harus beberapa kali upload, tapi sampai sekarang tetap tidak bisa mengisi tanggal utk kedatangan di kantor imigrasi yg saya pilih, tiap hari saya coba tetap tdk bisa, di Januari semua tgl di blok pink, lanjut bulan Feb tdk ada yg di blok tapi semua tgl tetap tdk bisa dipilih..",1,2023-01-19 05:08:05,"Since November, I have tried several times to register for a passport replacement because the validity period expires in January 2023, but the application is very slow, and last week I tried again and it worked even though I had to upload several times, but until now I still can't fill in the date of arrival at the immigration office that I chose, every day I try it still can't, in January all the dates are in the pink block, then in February none are blocked but all the dates still can't be selected."
"Bagus. 😊 Mudah pengisian data dan upload👍 Sayang nya hanya untuk kota2 besar. Kami yg didaerah, ada kantor Imigrasi setempat terdekat, tapi belum bisa terkoneksi dengan ini. Ujung2 nya harus datang ke Jakarta juga.",2,2023-01-19 03:35:39,"Good. 😊 Easy to fill in data and upload👍 Unfortunately it's only for big cities. For those of us in the regions, there is a local Immigration office nearby, but we can't connect to this yet. In the end, we have to come to Jakarta too."
